issuekey,storypoint,context,codesnippet,Bug,Improvement,New Feature,Story,Sub-task,Task,Admin - Event Viewer,Admin - Extensions,Admin - File Manager,Admin - Google Analytics,Admin - Languages,Admin - Pages,Admin - Recycle Bin,Admin - Search Engine SiteMap,Admin - Security Roles,Admin - Site Log,Admin - Site Settings,Admin - Site Wizard,Admin - Skins,Admin - Taxonomy,Admin - User Accounts,Admin - Vendors,Admin / Host Functions,Authentication,CKEditor,Client Resources,Control Panel,Control Panel - Icon Bar,Control Panel - Ribbon Bar,Core API,Core Modules,DDR Menu,Data Access (DAL),Document viewer,Documentation,Dynamic Content Creator,End User Functions,Exception Management,File Manager,Friendly / Standard URLs,General,Graphics & Icons,HTML Editor,HTML Module - Core,Help,Host - Configuration Manager,Host - Dashboard,Host - Device Detection Management,Host - Extensions,Host - File Manager,Host - Host Settings,Host - Lists,Host - Module Definitions,Host - SQL,Host - Schedule,Host - Search Admin,Host - Site Management,Host - SuperUser Accounts,Host = Membership Management,Host Page,ImageHandler,Import / Export,Installation,Installation / Upgrade,Journal,Localization - Content,Localization - Language Packs,Localization - Static,Localization / ML,Login/Registration,Login/Registration - Password Reset,MVC,Member Directory,Messaging,Mobile,Modules - Core,Modules - Third party,Moniker,Notifications,Performance,Professional Features Showcase,Provider - Active Directory,Providers,Release Packaging,SSL,Search,Security & Permissions,Services Framework,Site Groups,Skinning,Skins - DotNetNuke,Social Groups,Telerik,Templates,UI / Usability,URL ReWriter,Upgrade,User Profile,dam,jQuery
DNN-5008,2.0,"Installation is stuck at 90% when EnableGettingStartedPage is set to False Steps:

1. Before installing a new build, modify the dotnetnuke.install.config.resource file (in the Install folder) as follows:
    <enablegettingstartedpage>False</enablegettingstartedpage>
2. Install this new build

Expected:

Installation is successfully completed.

Actual:

Install is stuck at 90% and 7 min has been passed with no end in sight.",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-5015,2.0,"ExtensionUrlProviders cannot be successfully made Serializable When implementing an {{ExtensionUrlProvider}}, you can mark it as {{Serializable}}, but you will get a run-time error that one of the properties of the the base class is not serializable.

Steps to reproduce:
# Install the attached URL extension provider (which does nothing except implement the required methods)
# Install the dummy caching provider from https://dnndummycaching.codeplex.com/

Here is the error message and stack trace as logged:

{quote}{noformat}Type 'DotNetNuke.Entities.Urls.ExtensionUrlProviderInfo' in Assembly 'DotNetNuke, Version=7.3.0.0, Culture=neutral, PublicKeyToken=null' is not marked as serializable. {noformat}{quote}
Stack Trace (TRUNCATED TO 500 CHARS):{quote}{noformat}    at System.Runtime.Serialization.FormatterServices.InternalGetSerializableMembers(RuntimeType type)
   at System.Runtime.Serialization.FormatterServices.GetSerializableMembers(Type type, StreamingContext context)
   at System.Runtime.Serialization.Formatters.Binary.WriteObjectInfo.InitMemberInfo()
   at System.Runtime.Serialization.Formatters.Binary.WriteObjectInfo.InitSerialize(Object obj, ISurrogateSelector surrogateSelector, StreamingContext context, SerObjectInfoInit serObjectInfoInit,  
{noformat}{quote}",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DNN-5017,2.0,"A new extension cannot be created from Host Extensions page. A new extension cannot be created from Host Extensions page.
* Screencast is here: http://screencast.com/t/vNLaqYSUfS

# Go to host extensions
# Click on the Create New Extension button.
# Go through the wizard and enter all fields. Complete the wizard.
# An error is displayed reading:
#* A critical error has occurred. Cannot insert the value NULL into column 'Name', table 'platform722rc303.dbo.xyz_Packages'; column does not allow nulls. INSERT fails. The statement has been terminated.",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-5018,2.0,"RazorEngine should set default LocalResourceFile if none is passed in In particular, the DDR Menu passes {{null}} for the {{localResourceFile}} argument to the {{RazorEngine}} constructor.  This means that {{Dnn.GetLocalizedString}} won't work.

I would expect that if there isn't an explicit resource file, that one would be derived from the path of the razor file (e.g. the resource file for {{DesktopModules/Engage/MyModule/CleanShave.cshtml}} would be {{DesktopModules/Engage/MyModule/App_LocalResources/CleanShave.cshtml.resx}})",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-5024,1.0,"User cannot post Private content in Journal under Social Group Issue description:
User cannot post Private content in Journal under Social Group

Steps:
1, Create two users
 2, Create one role - SG
 3, Assign the two users to the new role
 4, Create a page, put in page menu, delete the default HTML module
 5, Add Social Group module to the page, auto config
 6, Assign View permission for the page to the new role
 7, Copy permission to child page
 8, Ensure the new role has View permission for Journal module
 9, Log on as one registered user
 10, Leave a post and set the post as Private

Actual results:
The content cannot be posted

Expected results:
Private content can be posted",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-5031,1.0,"SMTP server cannot be set up with error Issue description:
SMTP server cannot be set up with error

Steps:
1, As Host, go to Host Settings - Advanced Settings - SMTP Server Settings
2, Put smtp.live.com with or without port # 25, Connection Limit 1, Max Idle Time 0, SMTP Authentication Anonymous or Basic, SMTP Enable SSL enabled, SMTP Username and SMTP Password are specified
3, Click Test SMTP Settings

Actual results:
Error message : The SMTP host was not specified.

Expected results:
SMTP server can be set up",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-5037,3.0,Improve Basic Page Performance - 3 - Analyse using Glimpse Analyse the scenario using Glimpse,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-5038,2.0,Improve Basic Page Performance - 3 - Improve Personalization There are more than 1 call to GetProfile in the Glimpse SQL report.  There should only be one call as the Personalization profile is stored in the Context.,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-5042,3.0,"Improve Basic Page Performance - 4 We need to improve the performance of a basic page with HTML modules, when visited by Administrators and Host users.

This will test the full impact of the Control Bar.

We will follow the overall guidelines for this scenario as described in the Epic.",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-5046,3.0,Improve Basic Page Performance - 3 - Reduce ViewState Reduce the Viewstate being rendered to the client,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-5048,2.0,"Improve Basic Page Performance - 4 - Reduce HTML Rendered in View mode The Control Panel renders a block of HTML that is used by the AddModule/Add Existing Module functionality regardless of whether the page is in View or Edit mode.  

This HTML is only neccessary when the page is in Edit mode, so it should be suprressed in View Mode.  This will remove about 10K from the payload of the Control Panel in View mode.",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-5050,2.0,Improve Basic Page Performance - 4 - Reduce ViewState in ViewProfile There is quite a lot of unneccessary ViewState in the ViewProfile module  This affects all the Profile pages for all user types.,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-5052,2.0,Improve Basic Page Performance - 4 - Reduce ViewState in Console Module There is quite a bit of unneccessary Viewstate rendered by the Console module.  Mainly from drop downs where we are not using the state on Postback.,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-5057,3.0,"Improve Basic Page Performance - 4 - Journal has large amount of inline javascript The Journal module has over 250 lines of inline javascript.  While small snippets are ok, large amounts of javaScript should be in an external resource so it can be managed if neccessary using teh CDF.  Even if not minimized or combined the resulting file will be cached by the browser.",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-5059,2.0,"Improve Basic Page Performance - 4 - Unneccessary db calls in Journal The Glimpse analysis has determined that the Journal module makes two unneccessary GetModule db calls.  These should not be neccessary as module's are cached by page, so the module should be in the cache.",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-5061,2.0,"Improve User Profile Performance This scenario looks at the Edit Profile/User Account feature available to all registered users.

As this feature is exposed to all registered users it is a highly visible area of the application.

This story needs to be carreid out using the process outlined in the Epic.",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-5066,3.0,Improve User Profile Performance - Glimpse Analysis Use Glimpse Analysis to analyse where we can improve the performance of the Edit User Profile pages.,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-5068,3.0,"Improve User Profile Performance - Reduce Viewstate There is about 17K of Viewstate on the Edit User Profile page for a normal registered user.  While some ViewState is expected this seems excessive.

This should be analysed and improved if possible.",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-5069,5.0,"IX_FolderPermission error on upgrading to 7.2.2 Upon upgrading to 7.2.2 the following exception was thrown for a user
26% ERROR occured - System.Data.SqlClient.SqlException (0x80131904): Violation of UNIQUE KEY constraint 'IX_FolderPermission'. Cannot insert duplicate key in object 'dbo.FolderPermission'. The duplicate key value is (855, 5, <null>, 36). The statement has been terminated. at System.Data.SqlClient.SqlConnection. (SqlException exception, Boolean breakConnection, Action`1 wrapCloseInAction) at System.Data.SqlClient.TdsParser.ThrowExceptionAndWarning(TdsParserStateObject stateObj, Boolean callerHasConnectionLock, Boolean asyncClose) at 

There appears to be ""bad"" data from older releases that we have to manage i.e. clean before applying the following index

CREATE UNIQUE NONCLUSTERED INDEX IX_{objectQualifier}FolderPermission_Users ON {databaseOwner}[{objectQualifier}FolderPermission]
	(UserID, FolderID, PermissionID) 
	INCLUDE (AllowAccess)
	WHERE UserID IS NOT Null
GO</null>",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DNN-5075,3.0,"URL Provider does not replace accented characters with ASCII equivalents when configured to do so The URL Provider has an option to convert accented characters (and characters with other diacritics), but that feature is not implemented.",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-5084,3.0,"SI: Bug in dnnapicontroller (Social groups) Customer reported whe they use the social groups module in a child portal (www.dnntest.ca/client). When a user used it the user get thrown out (logged off) because the user has no credentials in the parent portal (www.dmmtest.ca). 

They added the user in the userportals table and now everything works great. 

Installing the social groups in a child portal with a different url than the main portal (www.dnntest.ca/client). 

Steps to reproduce the issue.

- Install DNN 7.2.2 and create new child portal as( dnntest.ca/child).
- Browse child portal and create new user there.
- Add new page with view all users permissions ( Page name :  DNNTEST)
- Add Social Groups module and create one public group.
- Goto Host &gt;  User Switcher &gt;  click new user to login.
- Click on dnntest page and user will logout.",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DNN-5166,3.0,"SI: Localization - Add Page default Current Culture only Customer requested feature enhancement for Add Page default Current Culture only

When creating pages you can create it in one of three ways:
- Current Culture Only
- Culture Neutral Page
- Create Localized Versions of Page

It is currently default to create in Localized Versions of the page.

Customer requested to option add page default Current Culture only.",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-5081,2.0,"3rd Party FAQ - Add to page creates an error and the module is unusable After adding the FAQ module to DNN via Host &gt; Extensions it cannot be added to a page.
When you do you'll get the following message instead of the module rendering:

Error: FAQs is currently unavailable. DotNetNuke.Services.Exceptions.ModuleLoadException: c:\inetpub\wwwroot\Platform730103\DesktopModules\FAQs\FAQs.ascx(13): error CS0012: The type 'Telerik.Web.UI.RadListBoxItemEventArgs' is defined in an assembly that is not referenced. You must add a reference to assembly 'Telerik.Web.UI, Version=2013.1.403.40, Culture=neutral, PublicKeyToken=121fae78165ba3d4'. ---&gt; System.Web.HttpCompileException: c:\inetpub\wwwroot\Platform730103\DesktopModules\FAQs\FAQs.ascx(13): error CS0012: The type 'Telerik.Web.UI.RadListBoxItemEventArgs' is defined in an assembly that is not referenced. You must add a reference to assembly 'Telerik.Web.UI, Version=2013.1.403.40, Culture=neutral, PublicKeyToken=121fae78165ba3d4'. at System.Web.Compilation.BuildManager.CompileWebFile(VirtualPath virtualPath) at System.Web.Compilation.BuildManager.GetVPathBuildResultInternal(VirtualPath virtualPath, Boolean noBuild, Boolean allowCrossApp, Boolean allowBuildInPrecompile, Boolean throwIfNotFound, Boolean ensureIsUpToDate) at System.Web.Compilation.BuildManager.GetVPathBuildResultWithNoAssert(HttpContext context, VirtualPath virtualPath, Boolean noBuild, Boolean allowCrossApp, Boolean allowBuildInPrecompile, Boolean throwIfNotFound, Boolean ensureIsUpToDate) at System.Web.Compilation.BuildManager.GetVPathBuildResult(HttpContext context, VirtualPath virtualPath, Boolean noBuild, Boolean allowCrossApp, Boolean allowBuildInPrecompile, Boolean ensureIsUpToDate) at System.Web.UI.TemplateControl.LoadControl(VirtualPath virtualPath) at DotNetNuke.UI.ControlUtilities.LoadControl[T](TemplateControl containerControl, String ControlSrc) at DotNetNuke.UI.Modules.ModuleControlFactory.LoadModuleControl(TemplateControl containerControl, ModuleInfo moduleConfiguration) at DotNetNuke.UI.Modules.ModuleHost.LoadModuleControl() --- End of inner exception stack trace ---",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-5083,3.0,"SI: Page Stylesheet The page specific stylesheet is loaded before the stylesheets that are included in the skin. 

This seems to defeat the purpose of having a page specific stylesheet. It does load after skin.css and container.css, but it should load after any additional skin stylesheets. 

For examples, sometimes we include extra stylesheets in our skin like this:
<dnn:styles id=""Styleslayout"" name=""Styleslayout"" runat=""server"" stylesheet=""style_layout.css"" useskinpath=""true""></dnn:styles>",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DNN-5090,3.0,Improve Login Performance - Glimpse Analysis Use Glimpse to analyse where we can find improvements to the Login perofmrance,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-5091,3.0,Improve Register Performance - Glimpse Analysis Use Glimpse to analyse where we can make improvements to the Register Experience,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-5094,2.0,"Improve Login Performance - Reduce Viewstate There is nearly 2K of Viewstate on the Login popup, most of which can be removed.",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-5095,2.0,"Improve Login Performance - Reduce size of popup There is unneccessary markup as well as unneccessary scripts and css rendered in the Login (and other popups).

This should be reduced.",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-5097,2.0,Improve Register Performance - Remove Viewstate There is a little bit of unnecessary Viewstate in the register control,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-5102,3.0,"update packageinstaller to log exceptions when installing a package at present DNN Platform\Library\Services\Installer\Installers\PackageInstaller.cs has the following block of code:
 catch (Exception)
            {
                Log.AddFailure(Util.INSTALL_Aborted + "" - "" + Package.Name);
            }

this should be updated to also pass in the exception details so useful diagnostic information is not lost",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-5171,1.0,"Cannot swipe to move module list in iPad 2 Issue description:
Cannot swipe to move module list in iPad 2

Steps:
1, Install Content in cloud
2, Use iPad 2 to access the site as Host
3, Create a page in page menu
4, Select Add New Module from Control Panel
5, Try to scroll the module list by swipe

Actual results:
1, There is no hand shape pic in UI and swipe does not move the module list
2, Horizontal scroll bar does move the module list, and there is arrow at right end of module list which works 

Expected results:
Swipe should move the module list",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-5105,2.0,"Improve Startup Performance This sceanrio is designed to find ways to improve Startup Performance.

We will follow the same outline as described in the epic.",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-5106,3.0,Improve Startup Performance - Glimpse Analysis Analyse the startup perofmrance using Glimpse,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-5107,3.0,"Improve Startup Performance - Cache Settings Glimpse has identified that TabSettings should be cached by portal, and TabModuleSettings and ModuleSettings should be at least cached by Tab.",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-5113,5.0,"Improve Startup Performance - Investigate Web Application project for common controls When a user control is first loaded there is a large cost to Parse, Jit and compile the code.  

Precompilation could improve this, so we should investigate moving the commonly used controls like Login, Register etc to a Web Application project. ",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNN-5115,2.0,Improve Startup Performance - Unneccessary db calls for Portal -1 There are a number of unneccessary DB calls for Portal -1 on startup.  As we know the datareader will be empty we should just bypass the db and return an empty collection.,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
